No.;Nama Pemilik;Nama Usaha;NIK;Tgl. Lahir;Jalan;Desa;Sektor;NIB/SKU;Jml. Tenaga Kerja;Kapasitas Produksi/Thn; Omset/Thn ; Aset ;Sosmed;Marketplace;Kepemilikan Lahan
273;Owner-0263;MSME-0104;NIK-0273;BirthDate-0263;Street-0087;Village-0007;Makanan dan Minuman;Ada;2;500; Rp1.162.500.000 ; Rp675.000.000 ;Facebook;Tidak ada;Sendiri
274;Owner-0264;MSME-0037;NIK-0274;BirthDate-0264;Street-0086;Village-0005;Makanan dan Minuman;Ada;2;1500; Rp17.000.000 ; Rp14.000.000 ;Instagram, TikTok;Shopee;Sewa
275;Owner-0265;MSME-0105;NIK-0275;BirthDate-0265;Street-0080;Village-0005;Perdagangan;Ada;5;1000; Rp129.500.000 ; Rp79.250.000 ;Facebook;Tidak ada;Sendiri
276;Owner-0266;MSME-0005;NIK-0276;BirthDate-0266;Street-0088;Village-0006;Makanan dan Minuman;Ada;2;2500; Rp795.000.000 ; Rp686.000.000 ;TikTok;Shopee;Sendiri
277;Owner-0267;MSME-0004;NIK-0277;BirthDate-0267;Street-0080;Village-0005;Perdagangan;Ada;2;2500; Rp23.500.000 ; Rp29.500.000 ;WhatsApp Business;Tidak ada;Sendiri
278;Owner-0268;MSME-0004;NIK-0278;BirthDate-0268;Street-0080;Village-0005;Perdagangan;Ada;6;7000; Rp145.750.000 ; Rp56.750.000 ;Facebook;Tokopedia;Sendiri
279;Owner-0269;MSME-0004;NIK-0279;BirthDate-0269;Street-0080;Village-0005;Perdagangan;Ada;2;550; Rp477.500.000 ; Rp997.250.000 ;Tidak ada;Tidak ada;Sendiri
280;Owner-0270;MSME-0004;NIK-0280;BirthDate-0270;Street-0080;Village-0005;Perdagangan;Ada;3;500; Rp12.750.000 ; Rp17.250.000 ;Tidak ada;Tidak ada;Sendiri
281;Owner-0271;MSME-0004;NIK-0281;BirthDate-0271;Street-0080;Village-0005;Perdagangan;Ada;3;7000; Rp198.750.000 ; Rp136.000.000 ;Facebook;Tokopedia;Sendiri
282;Owner-0272;MSME-0106;NIK-0282;BirthDate-0272;Street-0080;Village-0005;Makanan dan Minuman;Ada;2;1500; Rp978.250.000 ; Rp961.500.000 ;Facebook;Lazada;Sendiri
283;Owner-0273;MSME-0004;NIK-0283;BirthDate-0273;Street-0080;Village-0005;Perdagangan;Ada;2;150; Rp23.750.000 ; Rp25.000.000 ;Facebook;Tokopedia;Sendiri
284;Owner-0274;MSME-0004;NIK-0284;BirthDate-0274;Street-0089;Village-0003;Makanan dan Minuman;Tidak Ada;2;600; Rp193.750.000 ; Rp82.750.000 ;Facebook;Tokopedia;Sendiri
285;Owner-0275;MSME-0107;NIK-0285;BirthDate-0275;Street-0086;Village-0005;Perdagangan;Ada;3;265; Rp1.007.000.000 ; Rp537.750.000 ;Facebook;Tokopedia;Sendiri
286;Owner-0276;MSME-0108;NIK-0286;BirthDate-0276;Street-0090;Village-0003;Makanan dan Minuman;Ada;6;1500; Rp160.000.000 ; Rp133.500.000 ;Instagram, TikTok;Shopee;Sendiri
287;Owner-0276;MSME-0108;NIK-0286;BirthDate-0276;Street-0090;Village-0003;Makanan dan Minuman;Ada;6;1500; Rp160.000.000 ; Rp133.500.000 ;Instagram, TikTok;Shopee;Sendiri
288;Owner-0277;MSME-0109;NIK-0287;BirthDate-0277;Street-0091;Village-0007;Makanan dan Minuman;Ada;4;700; Rp611.250.000 ; Rp1.083.250.000 ;Instagram, TikTok;Shopee;Sendiri
289;Owner-0278;MSME-0110;NIK-0288;BirthDate-0278;Street-0092;Village-0001;Makanan dan Minuman;Tidak Ada;8;800; Rp29.250.000 ; Rp30.750.000 ;WhatsApp Business, Instagram, TikTok;Shopee;Sendiri
290;Owner-0279;MSME-0111;NIK-0289;BirthDate-0279;Street-0093;Village-0006;Makanan dan Minuman;Tidak Ada;8;600; Rp104.750.000 ; Rp122.500.000 ;Instagram, TikTok;Shopee;Sendiri
291;Owner-0280;MSME-0112;NIK-0290;BirthDate-0280;Street-0094;Village-0003;Makanan dan Minuman;Ada;8;100; Rp670.750.000 ; Rp521.500.000 ;Tidak ada;Tidak ada;Sendiri
292;Owner-0281;MSME-0113;NIK-0291;BirthDate-0281;Street-0095;Village-0007;Makanan dan Minuman;Tidak Ada;2;3000; Rp28.750.000 ; Rp20.750.000 ;Facebook, TikTok;Shopee;Sendiri
293;Owner-0282;MSME-0114;NIK-0292;BirthDate-0282;Street-0096;Village-0007;Makanan dan Minuman;Ada;5;110; Rp196.000.000 ; Rp81.250.000 ;WhatsApp Business;Tidak ada;Sendiri
294;Owner-0283;MSME-0115;NIK-0293;BirthDate-0283;Street-0021;Village-0005;Makanan dan Minuman;Ada;6;2000; Rp610.750.000 ; Rp434.250.000 ;Instagram, TikTok;Shopee;Sewa
295;Owner-0284;MSME-0116;NIK-0294;BirthDate-0284;Street-0097;Village-0007;Makanan dan Minuman;Ada;8;1000; Rp30.500.000 ; Rp9.000.000 ;TikTok, Instagram;Shopee;Sendiri
296;Owner-0285;MSME-0117;NIK-0295;BirthDate-0285;Street-0025;Village-0001;Makanan dan Minuman;Ada;2;810; Rp178.500.000 ; Rp120.250.000 ;Tidak ada;Tidak ada;Sewa
297;Owner-0286;MSME-0118;NIK-0296;BirthDate-0286;Street-0025;Village-0001;Industri;Ada;5;115; Rp322.000.000 ; Rp493.500.000 ;Facebook;Tokopedia;Sendiri
298;Owner-0287;MSME-0012;NIK-0297;BirthDate-0287;Street-0025;Village-0001;Makanan dan Minuman;Ada;3;300; Rp15.000.000 ; Rp30.000.000 ;WhatsApp Business, TikTok;Shopee;Sendiri
299;Owner-0288;MSME-0118;NIK-0298;BirthDate-0288;Street-0025;Village-0001;Jasa;Ada;4;1000; Rp101.750.000 ; Rp105.750.000 ;Instagram;Shopee;Sendiri
300;Owner-0289;MSME-0001;NIK-0013;BirthDate-0013;Street-0025;Village-0001;Makanan dan Minuman;Tidak Ada;8;500; Rp694.750.000 ; Rp493.750.000 ;TikTok;Shopee;Sendiri
301;Owner-0290;MSME-0118;NIK-0299;BirthDate-0289;Street-0004;Village-0001;Jasa;Ada;6;620; Rp19.000.000 ; Rp8.000.000 ;Facebook;Shopee;Sendiri
302;Owner-0291;MSME-0119;NIK-0300;BirthDate-0290;Street-0098;Village-0012;Jasa;Ada;3;500; Rp83.250.000 ; Rp131.500.000 ;Facebook, TikTok;Tidak ada;Sendiri
303;Owner-0292;MSME-0120;NIK-0301;BirthDate-0291;Street-0098;Village-0001;Jasa;Ada;2;500; Rp160.500.000 ; Rp117.000.000 ;Facebook, TikTok;Tidak ada;Sendiri
304;Owner-0293;MSME-0081;NIK-0302;BirthDate-0292;Street-0001;Village-0001;Makanan dan Minuman;Ada;2;250; Rp22.000.000 ; Rp30.500.000 ;TikTok;Shopee;Sendiri
305;Owner-0294;MSME-0118;NIK-0303;BirthDate-0293;Street-0099;Village-0001;Jasa;Ada;4;150; Rp1.140.500.000 ; Rp636.500.000 ;Instagram;Tokopedia;Sendiri
306;Owner-0295;MSME-0121;NIK-0304;BirthDate-0294;Street-0001;Village-0001;Makanan dan Minuman;Ada;2;140; Rp140.500.000 ; Rp66.500.000 ;TikTok;Shopee;Sendiri
307;Owner-0296;MSME-0121;NIK-0305;BirthDate-0295;Street-0001;Village-0001;Makanan dan Minuman;Ada;2;10000; Rp123.750.000 ; Rp70.000.000 ;TikTok;Shopee, Lazada;Sendiri
308;Owner-0297;MSME-0121;NIK-0306;BirthDate-0296;Street-0001;Village-0001;Makanan dan Minuman;Ada;4;2000; Rp112.750.000 ; Rp54.500.000 ;TikTok;Shopee;Sendiri
309;Owner-0298;MSME-0122;NIK-0307;BirthDate-0297;Street-0001;Village-0001;Perdagangan;Ada;3;250; Rp1.073.250.000 ; Rp1.084.250.000 ;Facebook, TikTok;Shopee;Sendiri
310;Owner-0299;MSME-0005;NIK-0308;BirthDate-0298;Street-0001;Village-0001;Makanan dan Minuman;Ada;3;2000; Rp26.000.000 ; Rp19.250.000 ;Facebook, TikTok;Shopee;Sewa
311;Owner-0300;MSME-0081;NIK-0309;BirthDate-0299;Street-0067;Village-0009;Makanan dan Minuman;Ada;2;3000; Rp179.500.000 ; Rp124.000.000 ;Tidak ada;Tidak ada;Sendiri
312;Owner-0241;MSME-0004;NIK-0310;BirthDate-0300;Street-0001;Village-0001;Perdagangan;Ada;3;15000; Rp653.250.000 ; Rp725.250.000 ;WhatsApp Business;Lazada;Sendiri
313;Owner-0301;MSME-0004;NIK-0311;BirthDate-0301;Street-0001;Village-0001;Perdagangan;Ada;2;1000; Rp18.750.000 ; Rp21.500.000 ;Facebook;Shopee;Sendiri
314;Owner-0302;MSME-0123;NIK-0312;BirthDate-0302;Street-0001;Village-0001;Jasa;Ada;3;700; Rp89.750.000 ; Rp106.250.000 ;Facebook;Tidak ada;Sendiri
315;Owner-0303;MSME-0124;NIK-0313;BirthDate-0303;Street-0001;Village-0001;Perdagangan;Ada;8;10000; Rp451.750.000 ; Rp910.750.000 ;Facebook;Shopee;Sendiri
316;Owner-0126;MSME-0004;NIK-0314;BirthDate-0304;Street-0001;Village-0001;Perdagangan;Ada;3;870; Rp20.750.000 ; Rp29.750.000 ;Instagram;Shopee;Sendiri
317;Owner-0304;MSME-0004;NIK-0315;BirthDate-0305;Street-0001;Village-0001;Perdagangan;Ada;1;240; Rp81.750.000 ; Rp114.250.000 ;Tidak ada;Tidak ada;Sendiri
318;Owner-0305;MSME-0118;NIK-0316;BirthDate-0306;Street-0099;Village-0001;Jasa;Ada;4;84; Rp1.180.000.000 ; Rp673.000.000 ;Tidak ada;Tidak ada;Sendiri
319;Owner-0306;MSME-0010;NIK-0317;BirthDate-0307;Street-0099;Village-0001;Makanan dan Minuman;Ada;8;2500; Rp30.750.000 ; Rp10.250.000 ;Facebook, TikTok;Shopee;Sendiri
320;Owner-0307;MSME-0125;NIK-0318;BirthDate-0308;Street-0099;Village-0001;Industri;Ada;15;1400; Rp1.120.250.000 ; Rp562.750.000 ;Facebook, TikTok;Tidak ada;Sendiri
321;Owner-0037;MSME-0019;NIK-0319;BirthDate-0037;Street-0001;Village-0001;Makanan dan Minuman;Ada;8;50000; Rp112.250.000 ; Rp118.750.000 ;TikTok;Tokopedia;Sendiri
322;Owner-0308;MSME-0126;NIK-0320;BirthDate-0309;Street-0004;Village-0001;Makanan dan Minuman;Ada;5;18500; Rp88.000.000 ; Rp29.250.000 ;Instagram, TikTok;Shopee;Sendiri
323;Owner-0069;MSME-0127;NIK-0321;BirthDate-0069;Street-0100;Village-0005;Makanan dan Minuman;Ada;8;1250; Rp132.000.000 ; Rp182.750.000 ;Instagram, Facebook, TikTok;Shopee;Sendiri
324;Owner-0309;MSME-0128;NIK-0322;BirthDate-0310;Street-0101;Village-0005;Makanan dan Minuman;Ada;6;5500; Rp1.130.500.000 ; Rp859.750.000 ;WhatsApp Business, Instagram;Shopee;Sendiri
325;Owner-0310;MSME-0129;NIK-0323;BirthDate-0311;Street-0102;Village-0007;Makanan dan Minuman;Ada;4;745; Rp14.500.000 ; Rp12.500.000 ;Instagram, TikTok;Shopee;Sendiri
326;Owner-0311;MSME-0130;NIK-0324;BirthDate-0312;Street-0103;Village-0005;Makanan dan Minuman;Ada;6;750; Rp94.250.000 ; Rp122.500.000 ;Instagram, TikTok;Shopee;Sendiri
327;Owner-0312;MSME-0131;NIK-0325;BirthDate-0313;Street-0014;Village-0005;Jasa;Tidak Ada;4;125; Rp586.250.000 ; Rp926.500.000 ;Facebook;Tidak ada;Sendiri
328;Owner-0313;MSME-0132;NIK-0326;BirthDate-0314;Street-0104;Village-0007;Perdagangan;Ada;3;250; Rp38.000.000 ; Rp16.500.000 ;Facebook;Shopee;Sendiri
329;Owner-0314;MSME-0133;NIK-0327;BirthDate-0315;Street-0105;Village-0003;Makanan dan Minuman;Ada;4;10000; Rp82.750.000 ; Rp71.250.000 ;Facebook;Tokopedia;Sendiri
330;Owner-0315;MSME-0134;NIK-0328;BirthDate-0315;Street-0106;Village-0007;Perdagangan;Ada;6;1000; Rp588.250.000 ; Rp178.500.000 ;Instagram, TikTok;Tokopedia;Sendiri
331;Owner-0316;MSME-0135;NIK-0329;BirthDate-0316;Street-0107;Village-0007;Perdagangan;Ada;3;300; Rp28.000.000 ; Rp18.250.000 ;Tiktok;Shopee;Sendiri
332;Owner-0317;MSME-0136;NIK-0330;BirthDate-0283;Street-0010;Village-0006;Makanan dan Minuman;Ada;3;1000; Rp132.750.000 ; Rp95.500.000 ;Instagram, TikTok;Shopee;Sendiri
333;Owner-0318;MSME-0137;NIK-0331;BirthDate-0228;Street-0108;Village-0006;Perdagangan;Ada;4;3100; Rp501.500.000 ; Rp1.070.000.000 ;Instagram, TikTok;Tokopedia;Sendiri
334;Owner-0319;MSME-0138;NIK-0332;BirthDate-0317;Street-0109;Village-0009;Makanan dan Minuman;Ada;3;760; Rp51.500.000 ; Rp24.000.000 ;TikTok;Shopee;Sewa
335;Owner-0320;MSME-0139;NIK-0333;BirthDate-0318;Street-0110;Village-0003;Makanan dan Minuman;Ada;4;450; Rp71.750.000 ; Rp148.250.000 ;Facebook;Shopee;Sendiri
336;Owner-0321;MSME-0140;NIK-0334;BirthDate-0319;Street-0023;Village-0006;Makanan dan Minuman;Ada;5;2000; Rp588.000.000 ; Rp588.000.000 ;WhatsApp Business;Shopee;Sendiri
337;Owner-0322;MSME-0001;NIK-0335;BirthDate-0320;Street-0111;Village-0007;Makanan dan Minuman;Ada;5;128; Rp26.250.000 ; Rp22.500.000 ;Instagram, Facebook, TikTok;Shopee;Sendiri
338;Owner-0323;MSME-0004;NIK-0336;BirthDate-0321;Street-0112;Village-0007;Makanan dan Minuman;Ada;2;400; Rp82.750.000 ; Rp51.500.000 ;Instagram;Shopee;Sewa
339;Owner-0324;MSME-0141;NIK-0337;BirthDate-0322;Street-0113;Village-0010;Jasa;Tidak Ada;2;480; Rp470.750.000 ; Rp721.750.000 ;TikTok, Instagram;Shopee, Tokopedia;Sendiri
340;Owner-0325;MSME-0142;NIK-0338;BirthDate-0323;Street-0113;Village-0010;Perdagangan;Tidak Ada;5;10000; Rp7.000.000 ; Rp5.750.000 ;Instagram, TikTok;Tokopedia;Sewa
341;Owner-0326;MSME-0142;NIK-0339;BirthDate-0324;Street-0113;Village-0010;Perdagangan;Tidak Ada;6;20000; Rp129.750.000 ; Rp68.750.000 ;Facebook, TikTok;Shopee;Sendiri
342;Owner-0327;MSME-0142;NIK-0340;BirthDate-0325;Street-0113;Village-0010;Perdagangan;Tidak Ada;6;15000; Rp471.750.000 ; Rp970.250.000 ;Facebook;Shopee;Sendiri
343;Owner-0328;MSME-0143;NIK-0341;BirthDate-0326;Street-0113;Village-0010;Perdagangan;Tidak Ada;4;1000; Rp16.750.000 ; Rp29.500.000 ;Facebook;Tokopedia;Sendiri
344;Owner-0329;MSME-0144;NIK-0342;BirthDate-0327;Street-0113;Village-0010;Perdagangan;Tidak Ada;7;1800; Rp144.000.000 ; Rp133.750.000 ;Instagram, Facebook;Shopee;Sendiri
345;Owner-0071;MSME-0145;NIK-0343;BirthDate-0191;Street-0113;Village-0010;Peternakan;Tidak Ada;5;35; Rp1.049.750.000 ; Rp885.750.000 ;Facebook;Tidak ada;Sendiri
346;Owner-0330;MSME-0146;NIK-0344;BirthDate-0328;Street-0113;Village-0010;Peternakan;Tidak Ada;3;4000; Rp14.000.000 ; Rp23.500.000 ;WhatsApp Business;Tidak ada;Sendiri
347;Owner-0161;MSME-0147;NIK-0345;BirthDate-0329;Street-0113;Village-0010;Peternakan;Tidak Ada;1;350; Rp136.250.000 ; Rp65.750.000 ;WhatsApp Business;Tidak ada;Sendiri
348;Owner-0331;MSME-0148;NIK-0346;BirthDate-0330;Street-0113;Village-0010;Industri;Tidak Ada;4;7000; Rp1.170.750.000 ; Rp969.000.000 ;Tidak ada;Lazada;Sendiri
349;Owner-0161;MSME-0146;NIK-0347;BirthDate-0329;Street-0113;Village-0010;Peternakan;Tidak Ada;2;123; Rp125.750.000 ; Rp24.000.000 ;Instagram;Tidak ada;Sendiri
350;Owner-0332;MSME-0149;NIK-0348;BirthDate-0331;Street-0114;Village-0002;Perdagangan;Tidak Ada;4;2000; Rp109.750.000 ; Rp107.500.000 ;Facebook, TikTok;Tokopedia;Sendiri
351;Owner-0333;MSME-0150;NIK-0349;BirthDate-0332;Street-0115;Village-0007;Industri;Tidak Ada;4;3000; Rp70.500.000 ; Rp28.250.000 ;Instagram, TikTok;Shopee;Sendiri
352;Owner-0334;MSME-0151;NIK-0350;BirthDate-0333;Street-0116;Village-0003;Makanan dan Minuman;Tidak Ada;8;870; Rp570.500.000 ; Rp150.000.000 ;Instagram, TikTok;Shopee;Sendiri
353;Owner-0335;MSME-0152;NIK-0351;BirthDate-0334;Street-0117;Village-0003;Peternakan;Tidak Ada;4;245; Rp63.250.000 ; Rp89.750.000 ;WhatsApp Business;Tidak ada;Sendiri
354;Owner-0336;MSME-0153;NIK-0352;BirthDate-0335;Street-0106;Village-0007;Jasa;Tidak Ada;4;1045; Rp448.500.000 ; Rp522.000.000 ;WhatsApp Business, TikTok; Tokopedia;Sendiri
355;Owner-0337;MSME-0154;NIK-0353;BirthDate-0162;Street-0118;Village-0005;Industri;Tidak Ada;8;7500; Rp1.016.750.000 ; Rp330.500.000 ;TikTok;Tidak ada;Sendiri
356;Owner-0338;MSME-0098;NIK-0354;BirthDate-0336;Street-0119;Village-0010;Perdagangan;Tidak Ada;4;2500; Rp59.750.000 ; Rp159.000.000 ;TikTok, Intagram;Shopee;Sendiri
357;Owner-0323;MSME-0061;NIK-0355;BirthDate-0321;Street-0112;Village-0007;Perdagangan;Ada;2;475; Rp516.750.000 ; Rp130.500.000 ;Instagram;Shopee;Sewa
337;Owner-0322;MSME-0001;NIK-0335;BirthDate-0320;Street-0111;Village-0007;Makanan dan Minuman;Ada;5;128; Rp16.500.000 ; Rp14.000.000 ;Instagram, Facebook, TikTok;Shopee;Sendiri
359;Owner-0339;MSME-0155;NIK-0356;BirthDate-0033;Street-0120;Village-0005;Perdagangan;Tidak Ada;5;4000; Rp83.500.000 ; Rp94.250.000 ;WhatsApp Business, TikTok;Tokopedia;Sendiri
360;Owner-0340;MSME-0156;NIK-0357;BirthDate-0033;Street-0106;Village-0013;Perdagangan;Tidak Ada;4;440; Rp447.500.000 ; Rp1.036.000.000 ;Instagram, TikTok;Shopee;Sendiri
361;Owner-0341;MSME-0157;NIK-0358;BirthDate-0337;Street-0121;Village-0003;Perdagangan;Tidak Ada;4;155; Rp556.750.000 ; Rp631.500.000 ;TikTok;Tokopedia;Sendiri
362;Owner-0342;MSME-0158;NIK-0359;BirthDate-0338;Street-0122;Village-0001;Perdagangan;Tidak Ada;4;315; Rp57.750.000 ; Rp184.500.000 ;Instagram, TikTok;Shopee;Sewa
363;Owner-0343;MSME-0159;NIK-0360;BirthDate-0339;Street-0035;Village-0003;Makanan dan Minuman;Tidak Ada;4;15000; Rp55.750.000 ; Rp32.500.000 ;Facebook, TikTok;Shopee;Sendiri
364;Owner-0344;MSME-0160;NIK-0361;BirthDate-0340;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;8000; Rp22.250.000 ; Rp6.250.000 ;Instagram;Shopee;Sendiri
365;Owner-0344;MSME-0160;NIK-0362;BirthDate-0341;Street-0115;Village-0007;Perdagangan;Tidak Ada;4;10000; Rp104.250.000 ; Rp126.000.000 ;Facebook;Shopee;Sendiri
366;Owner-0344;MSME-0160;NIK-0363;BirthDate-0342;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;750; Rp331.250.000 ; Rp427.250.000 ;Instagram;Shopee;Sendiri
367;Owner-0344;MSME-0160;NIK-0364;BirthDate-0343;Street-0115;Village-0007;Perdagangan;Tidak Ada;4;8000; Rp6.750.000 ; Rp28.500.000 ;WhatsApp Business;Shopee;Sendiri
368;Owner-0345;MSME-0161;NIK-0365;BirthDate-0344;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;1; Rp92.000.000 ; Rp140.000.000 ;Instagram;Shopee;Sendiri
369;Owner-0344;MSME-0160;NIK-0366;BirthDate-0186;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;7000; Rp1.006.000.000 ; Rp912.500.000 ;WhatsApp Business;Shopee;Sendiri
370;Owner-0344;MSME-0160;NIK-0367;BirthDate-0345;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;6;1500; Rp63.250.000 ; Rp22.750.000 ;Facebook;Shopee;Sendiri
371;Owner-0344;MSME-0160;NIK-0367;BirthDate-0345;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;6;1500; Rp63.250.000 ; Rp22.750.000 ;Facebook;Shopee;Sendiri
372;Owner-0344;MSME-0160;NIK-0368;BirthDate-0346;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;3000; Rp706.500.000 ; Rp339.250.000 ;WhatsApp Business;Shopee;Sendiri
373;Owner-0344;MSME-0160;NIK-0369;BirthDate-0347;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;8000; Rp22.250.000 ; Rp12.750.000 ;Instagram;Shopee;Sendiri
374;Owner-0344;MSME-0160;NIK-0370;BirthDate-0348;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;800; Rp165.000.000 ; Rp65.500.000 ;Facebook;Shopee;Sendiri
375;Owner-0344;MSME-0160;NIK-0370;BirthDate-0348;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;800; Rp165.000.000 ; Rp65.500.000 ;Facebook;Shopee;Sendiri
376;Owner-0344;MSME-0160;NIK-0371;BirthDate-0349;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;6;25000; Rp17.250.000 ; Rp28.500.000 ;Instagram;Shopee;Sendiri
377;Owner-0344;MSME-0160;NIK-0372;BirthDate-0350;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;800; Rp183.500.000 ; Rp127.250.000 ;Facebook;Shopee;Sendiri
378;Owner-0344;MSME-0160;NIK-0373;BirthDate-0351;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;800; Rp1.088.750.000 ; Rp869.750.000 ;Facebook;Shopee;Sendiri
379;Owner-0344;MSME-0160;NIK-0374;BirthDate-0352;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;5;850; Rp17.750.000 ; Rp12.000.000 ;Instagram;Shopee;Sendiri
380;Owner-0344;MSME-0160;NIK-0375;BirthDate-0353;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;6;15000; Rp83.250.000 ; Rp163.250.000 ;Instagram;Shopee;Sendiri
381;Owner-0344;MSME-0160;NIK-0376;BirthDate-0354;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;4;700; Rp1.110.000.000 ; Rp1.188.500.000 ;WhatsApp Business;Shopee;Sendiri
382;Owner-0344;MSME-0160;NIK-0377;BirthDate-0355;Street-0115;Village-0007;Makanan dan Minuman;Tidak Ada;5;800; Rp8.500.000 ; Rp26.500.000 ;Facebook;Shopee;Sendiri
383;Owner-0237;MSME-0061;NIK-0378;BirthDate-0356;Street-0035;Village-0003;Perdagangan;Tidak Ada;3;22000; Rp88.000.000 ; Rp50.250.000 ;WhatsApp Business;Lazada;Sendiri
384;Owner-0237;MSME-0061;NIK-0379;BirthDate-0357;Street-0123;Village-0006;Makanan dan Minuman;Tidak Ada;3;14000; Rp760.500.000 ; Rp1.111.000.000 ;WhatsApp Business;Shopee;Sewa
385;Owner-0161;MSME-0162;NIK-0380;BirthDate-0329;Street-0124;Village-0010;Perdagangan;Ada;11;8000; Rp753.500.000 ; Rp566.000.000 ;Facebook;Tidak ada;Sendiri
386;Owner-0331;MSME-0148;NIK-0381;BirthDate-0330;Street-0125;Village-0010;Industri;Ada;2;2000; Rp264.250.000 ; Rp170.750.000 ;Tidak ada;Shopee;Sendiri
387;Owner-0161;MSME-0162;NIK-0380;BirthDate-0329;Street-0124;Village-0010;Perdagangan;Ada;11;8000; Rp753.500.000 ; Rp566.000.000 ;Facebook;Tidak ada;Sendiri
388;Owner-0330;MSME-0146;NIK-0382;BirthDate-0328;Street-0125;Village-0010;Peternakan;Ada;6;165; Rp81.500.000 ; Rp15.750.000 ;WhatsApp Business;Tidak ada;Sendiri
389;Owner-0071;MSME-0145;NIK-0383;BirthDate-0191;Street-0125;Village-0010;Peternakan;Ada;4;25; Rp151.250.000 ; Rp156.500.000 ;Facebook;Tidak ada;Sendiri
390;Owner-0329;MSME-0144;NIK-0384;BirthDate-0327;Street-0125;Village-0010;Pertanian, perkebunan, dan kehutanan;Ada;5;2000; Rp324.500.000 ; Rp467.750.000 ;Facebook, TikTok;Shopee;Sendiri
391;Owner-0328;MSME-0143;NIK-0341;BirthDate-0326;Street-0125;Village-0010;Perdagangan;Ada;3;7000; Rp8.750.000 ; Rp16.000.000 ;Instagram;Shopee;Sendiri
392;Owner-0327;MSME-0004;NIK-0385;BirthDate-0325;Street-0125;Village-0010;Perdagangan;Ada;2;400; Rp153.000.000 ; Rp62.000.000 ;Facebook;Shopee;Sendiri
393;Owner-0326;MSME-0142;NIK-0386;BirthDate-0324;Street-0125;Village-0010;Perdagangan;Ada;4;455; Rp71.500.000 ; Rp50.250.000 ;Tidak ada;Lazada;Sendiri
394;Owner-0325;MSME-0142;NIK-0387;BirthDate-0323;Street-0125;Village-0010;Perdagangan;Ada;2;15500; Rp421.250.000 ; Rp959.250.000 ;TikTok;Shopee;Sewa
395;Owner-0324;MSME-0141;NIK-0388;BirthDate-0322;Street-0113;Village-0010;Jasa;Ada;4;315; Rp73.500.000 ; Rp161.750.000 ;TikTok;Tokopedia;Sewa
396;Owner-0346;MSME-0163;NIK-0389;BirthDate-0358;Street-0113;Village-0010;Jasa;Ada;5;1000; Rp1.118.500.000 ; Rp904.000.000 ;Facebook;Tidak ada;Sendiri
397;Owner-0347;MSME-0164;NIK-0390;BirthDate-0359;Street-0113;Village-0010;Jasa;Ada;2;95; Rp26.500.000 ; Rp22.750.000 ;WhatsApp Business;Tidak ada;Sendiri
398;Owner-0348;MSME-0165;NIK-0391;BirthDate-0360;Street-0113;Village-0010;Jasa;Ada;3;22; Rp164.000.000 ; Rp86.000.000 ;Facebook;Tidak ada;Sendiri
399;Owner-0349;MSME-0165;NIK-0392;BirthDate-0361;Street-0113;Village-0010;Jasa;Ada;4;65; Rp554.750.000 ; Rp1.088.500.000 ;Facebook, Instagram;Tidak ada;Sendiri
400;Owner-0350;MSME-0166;NIK-0393;BirthDate-0362;Street-0113;Village-0010;Jasa;Ada;1;215; Rp82.250.000 ; Rp24.250.000 ;Facebook;Tidak ada;Sendiri
401;Owner-0351;MSME-0167;NIK-0394;BirthDate-0363;Street-0113;Village-0010;Jasa;Ada;4;520; Rp60.500.000 ; Rp200.750.000 ;Facebook;Tidak ada;Sendiri
402;Owner-0352;MSME-0168;NIK-0395;BirthDate-0364;Street-0113;Village-0010;Jasa;Ada;10;1500; Rp728.250.000 ; Rp838.500.000 ;Instagram;Shopee;Sendiri
403;Owner-0353;MSME-0084;NIK-0396;BirthDate-0365;Street-0113;Village-0010;Jasa;Ada;3;505; Rp8.250.000 ; Rp14.250.000 ;Instagram, TikTok;Tidak ada;Sendiri
404;Owner-0354;MSME-0169;NIK-0397;BirthDate-0366;Street-0113;Village-0010;Jasa;Ada;8;2000; Rp52.500.000 ; Rp170.000.000 ;WhatsApp Business, Instagram;Shopee;Sendiri
405;Owner-0355;MSME-0163;NIK-0398;BirthDate-0367;Street-0113;Village-0010;Jasa;Ada;4;700; Rp1.120.500.000 ; Rp1.138.250.000 ;Facebook;Tidak ada;Sendiri
